,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
1852,2b0054b4-ecea-44a4-855f-b3b6000e929c_87_7_5,115,0.5048587659003346,right,Other,person,we,force,dealing,"The verb 'dealing' is used metaphorically to describe the abstract action of handling or managing a situation, rather than a physical action. It personifies the group 'we' as actively engaging with a problem or scenario, transcending its literal meaning of physically handling objects.",'And you're wondering what we're dealing with.'
777,2b0054b4-ecea-44a4-855f-b3b6000e929c_437_2_0,115,0.5360937027820601,right,Other,person,I,force,dealt,"The verb 'dealt' is used metaphorically to describe the abstract action of handling or managing a complex situation ('it') rather than a physical action. The source verb 'deal' (to handle) is applied to the target noun 'I' to convey a conceptual process of addressing something deeply, which transcends its literal meaning of distributing or physically interacting.",'I have dealt with it on levels that I don't even want to go into explaining.'
261,d8eeeaa4-3866-4b04-a911-bdf79b88f199_86_10_8,115,0.5444026746097869,right,Other,person,they,force,dealing,"The verb 'dealing' is used metaphorically to describe the action of handling or managing the suspects, which transcends its literal meaning of physically interacting with something. Here, 'dealing' represents the conceptual process of handling a situation or entity (suspects), rather than a direct physical action.","'At this time, investigators are unaware if they are dealing with one or multiple suspects.'"
1003,3bdc5bfd-9705-46fd-99d7-b2360117c606_326_19_18,115,0.5789344433901138,right,Public,person,you,force,dealt,"The verb 'dealt' is used metaphorically to describe 'you' handling or enduring the difficult situation of working on 'The View.' The action transcends a literal physical action (e.g., distributing objects) and instead conveys coping with a challenging task, aligning with the metaphorical use of 'deal with' to signify managing adversity.","'You've got to be one of the more mentally tough people I've ever met, considering you dealt with that hard-hitting news show, The View, for as long as you did.'"
6077,6719607c-9932-11ee-9017-eb3e8a6583cb_127_1_0,115,0.6119300398176236,right,Judges and Political Figures,person,They,force,deal,"The verb 'deal' is used metaphorically to describe how 'They' handle or manage crime, transcending its literal meaning of physically handling objects. Here, 'deal' signifies a conceptual process of addressing or managing an issue, not a physical action.",'They deal with crime the way crime should be dealt with.'
6078,6719607c-9932-11ee-9017-eb3e8a6583cb_127_9_6,115,0.6155987441443325,right,Security Concerns.,thing,crime,force,dealt,"The verb 'dealt' is used metaphorically to characterize 'crime' by implying a methodical or strategic approach to handling it, rather than describing a physical action. The phrase 'deal with crime' abstractly represents managing or addressing crime, transcending its literal meaning of physically handling an object.",'They deal with crime the way crime should be dealt with.'
2235,97e645d8-eba8-11f0-a898-3b712b89e31f_98_24_25,115,0.7074399751183674,left,Judges and Political Figures,person,herself,other,handle,"The verb 'handle' is used metaphorically to describe how she manages or deals with situations, transcending its literal physical action. It conveys her ability to navigate complex scenarios, personifying her skill in handling abstract challenges rather than referring to a tangible action.","'That really shows you how she's a true ideologue, but she's very smart and worldly, and she knows how to handle herself.'"
3525,63e3cb5e2b0e2f0011270e5c_195_12_14,115,0.7882721262159317,left,Democratic Processes,thing,part,force,doing,"The verb 'doing' is used metaphorically to personify the abstract concept of 'part' as an active participant in the fight for freedom. Here, 'doing our part' signifies contributing to a collective cause, transcending its literal meaning of a physical action.",'deserve to know they have a country and a community back home doing our part in the fight for freedom.'
4322,63e3cb5e2b0e2f0011270e5c_354_21_18,115,0.8007457878350449,left,Multinational Corporations,organization,business,other,involved,"The verb 'involved' is used metaphorically to describe the abstract participation of 'business' in the process of grade school education. Here, 'involved' transcends its literal meaning of physical participation, instead conveying the conceptual engagement of an abstract entity (business) in a social process, which is a metaphorical extension of the verb's meaning.","'I mean, there could be, I guess, private nonprofit institutions, but They want private business to get involved in grade school education.'"
531,b75ea1be-17e0-11ef-a17e-bb3416e4183b_215_3_1,115,0.812894188002772,left,Other,person,you,force,solving,"The verb 'solving' is used metaphorically to characterize 'you' as engaging in detective-like activities (solving murders, cracking cases) when interacting with podcasts. This transcends its literal meaning of resolving problems through cognitive effort, instead personifying 'you' as an active participant in a narrative or puzzle-solving context, which is figurative rather than describing a physical action.","'Whether you're solving murders during breakfast, cracking cold cases on your commute, or playing amateur detective at bedtime, Amazon Music's got millions of podcast episodes waiting.'"
4419,d71c6e12-1d4a-11f0-953a-477923aed071_131_41_37,115,0.8183729468806651,left,Public,person,public,force,engaged,"The verb 'engaged' is used metaphorically to describe the public's involvement in a cause or activity, transcending its literal meaning of being physically involved in an action. Here, 'engaged' signifies active participation in a social or political context, which is a metaphorical extension of the verb's original sense.","'So we're signing letters, we're sponsoring legislation, we're signing onto court briefs, we're giving remarks on the floor, we're holding press conferences, but we also need the public really to be engaged in this.'"
7153,10672768-1932-4440-9494-b3cd0026c419_498_5_3,115,0.8269976496542895,right,Government Officials,person,you,other,coordinating,"The verb 'coordinating' is used metaphorically to describe the role or function 'you' are performing, rather than a direct physical action. It attributes an abstract managerial action to 'you', transcending its literal meaning of organizing physical groups, and instead conveys a conceptual role without direct physical enactment.","'Now, whether you're coordinating teams, ensuring safety, or simply communicating'"
5900,d71c6e12-1d4a-11f0-953a-477923aed071_109_29_27,115,0.8506489981471506,left,Public,person,kids,force,doing,"The verb 'doing' is used metaphorically to characterize the target noun 'kids' by referring to their overall condition, progress, or status in education, rather than describing a physical action. This usage transcends the literal meaning of 'doing' (performing an activity) to convey an abstract state, aligning with metaphorical framing of abstract concepts through concrete verbs.","'So just putting on a blindfold, not wanting to know what's going on in education across our country, not wanting to know how our kids are doing and where the gaps exist.'"
3676,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_330_16_14,115,0.8702417200383858,right,Voters,person,voters,other,relate,"The verb 'relate' is used metaphorically to describe voters' emotional or conceptual connection to a situation involving jail, rather than a physical action. It signifies a relational or situational affinity, transcending its literal meaning of connecting physically.","'No, that doesn't mean because Donald Trump is in jail that black voters will relate more because it involves jail.'"
3313,64f45e18-5b2f-4574-b34c-84410e316110_245_21_20,115,0.9193084809202455,left,Media}.,thing,it,other,centers,"The verb 'centers' is used metaphorically to describe the thematic focus of the Netflix show on the character, rather than referring to a physical action. The phrase 'centers around' metaphorically conveys that the show's narrative is organized around the character's actions, transcending the literal meaning of 'center' as a physical point.","'Oh, there's a Netflix show called You, just You, Y-O-U, and it centers around this guy Kind of a Dexter-like character where he just ends up killing people, but, you know, always for a good reason.'"
2938,b596eadb-5fb6-493c-bad0-aee500175236_118_19_17,116,0.5955914273842415,right,Citizens',person,we,other,allowed,"The verb 'allowed' is used metaphorically to describe the collective inaction of 'we' in permitting 'them' to gain strength. This transcends a physical action, as it conveys a conceptual permission or failure to act, rather than a literal enabling of a physical process.",'I don't think the world is going to lift a finger in that particular instance because we've allowed them to get this strong.'
978,3bdc5bfd-9705-46fd-99d7-b2360117c606_342_2_4,116,0.671669992445969,right,Historical Narratives.,thing,moment,force,forbid,"'Forbid' is used metaphorically here to express a strong wish or hope that the moment does not occur, rather than describing a literal physical action of preventing the moment. The verb transcends its literal meaning of prohibiting an action to convey an emotional or hypothetical scenario.","'And God forbid that moment comes, then it happens.'"
961,3bdc5bfd-9705-46fd-99d7-b2360117c606_337_15_16,116,0.6939787140437066,right,Security Concerns.,thing,moment,force,forbid,"The verb 'forbid' is used metaphorically in the idiom 'God forbid,' which expresses a strong hope or wish that an undesirable event (the 'moment') does not occur. Here, 'forbid' transcends its literal meaning of preventing an action and instead conveys an emotional or hypothetical scenario without referring to a physical action.","'If you want to be a part of the program, what if that God forbid moment comes and somebody breaks into your home, wants to kill you or bring harm to you and your family or your business and your employees?'"
3413,a72ab36e-bf5c-48fa-9c9b-af91a0ba2cf6_95_5_6,116,0.696060569641516,left,Women Who Have Faced Discrimination.,person,women,other,preventing,"The verb 'preventing' is used metaphorically to describe the abstract concept of 'perpetual tyranny of men' as an entity that actively stops women from exercising their rights. While 'preventing' literally means to physically block an action, here it is applied to an abstract social system, implying personification or conceptualization of the tyranny as an active agent, transcending its literal meaning.","'Therefore, the only limit preventing women from exercising their natural rights is the perpetual tyranny of men that opposes it.'"
6299,63e3cb5e2b0e2f0011270e5c_65_4_3,116,0.7061623718904924,left,Citizens,person,we,force,ban,"The verb 'ban' is used metaphorically to describe the target noun 'we'. Literally, 'ban' implies an official prohibition, but in this context, it's employed paradoxically to convey that the extreme freedom ('so free') leads to a situation where 'we' are metaphorically 'banning' adults, which doesn't align with a physical action. The metaphorical aspect lies in using 'ban' to signify a conceptual restriction arising from excessive freedom, rather than a literal prohibition.",'So free that we ban adults for getting gender affirming care.'
6151,95b4c966-203b-4217-bc66-d83052b0cd99_368_3_1,116,0.711569842680486,left,Institutional Frameworks,thing,'s,force,let,"The verb 'let' is used metaphorically to convey the idea of 'allowing' or 'permitting' actions, rather than describing a physical action of releasing or permitting movement. Here, 'let' functions as a verb of permission, indicating that the entities listed (Trump, etc.) are being 'allowed' to act, which transcends its literal meaning of physically letting something happen.","'Let's not let Trump, his three appointees, one third of the court appointed by Trump, more than half of the court trying to establish Catholic doctrine and enforce it against the people of this country.'"
2843,3bdc5bfd-9705-46fd-99d7-b2360117c606_487_5_7,116,0.72312586394292,right,Policy Challenges.,thing,access,force,limit,"The verb 'limit' is used metaphorically here. While 'limit' can have a literal meaning of restricting physical movement, in this context, it is applied to the abstract concept of 'access' (the ability to obtain contraception). The metaphorical aspect lies in treating an abstract noun (access) as if it were a tangible entity that can be restricted, thereby personifying or metaphorically extending the verb's original physical action to an abstract concept.",'She said Donald Trump will limit your access to contraception.'
6177,95b4c966-203b-4217-bc66-d83052b0cd99_369_10_8,116,0.723669854871187,left,Voters.,person,you,force,let,"The verb 'let' is used metaphorically to describe the action of allowing or permitting, which transcends its literal meaning of physically releasing something. Here, 'let' characterizes the abstract action of enabling others to escape consequences, rather than describing a physical action.","'If you sit this one out, If you just let them get away with this, what else would you let them get away with?'"
955,63e3cb5e2b0e2f0011270e5c_34_10_7,116,0.729567094510808,left,Other,thing,they,other,banned,"The verb 'banned' is used metaphorically to describe the state of the target noun 'they' (pins) as being prohibited. Since pins are inanimate objects, the action of banning (a human or institutional action) is applied abstractly to convey that the pins are restricted or excluded, without referring to a physical action.","'All pins, all the pins, they're all banned.'"
5879,f74de610-99d5-11ee-996f-3fece011ee96_317_11_6,116,0.7378222467218493,right,U.S. Presidents.,person,President,force,let,"The verb 'let' is used metaphorically here. While 'let' can have a literal meaning of allowing something to happen physically, in this context, it is used to describe the President's action of permitting or allowing others to perform an action, which is a metaphorical extension of the verb's meaning. The verb does not describe a physical action but rather a conceptual act of permission, transcending its original literal usage.","'I mean, why would the President of the United States let these people do that to our own Americans?'"
1984,d8eeeaa4-3866-4b04-a911-bdf79b88f199_26_8_10,116,0.7453335157576733,right,Institutional Frameworks,thing,account,other,sheltered,"The verb 'sheltered' is used metaphorically to describe the 'account' as providing protection (from taxes) rather than referring to a physical action. The metaphorical aspect lies in extending the concept of 'shelter' (originally a physical space for safety) to a financial context, implying the account 'protects' assets from taxation.",'See if holding gold in a tax-sheltered retirement account is right for you.'
2734,553aff2e-8dfc-11ed-826a-131940f84f69_3_10_12,116,0.7548906209348332,right,Other,thing,account,other,sheltered,"The verb 'sheltered' is used metaphorically to describe the financial protection offered by the retirement account. The term 'sheltered' typically refers to physical protection from harm or elements, but here it is applied to an abstract concept (tax advantages) to convey the idea of safeguarding assets from taxes, which is not a literal physical action.","'If you want physical gold held in a tax-sheltered retirement account, call Birch Gold.'"
5116,a72ab36e-bf5c-48fa-9c9b-af91a0ba2cf6_31_36_34,116,0.7851480703994109,left,Women Who Have Faced Discrimination,person,you,force,control,"The verb 'control' is used metaphorically to describe the abstract concept of exerting authority over 'you' (the target noun). It does not refer to a physical action but instead represents the metaphorical power to influence or manage someone's autonomy, extending beyond literal physical control.","'The men who have run this lie, the men on this court, what they all have known for a very long time is that if you can control women's bodies, you can control their lives.'"
5217,a72ab36e-bf5c-48fa-9c9b-af91a0ba2cf6_31_29_27,116,0.7888736075221509,left,Women Who Have Faced Discrimination,person,you,force,control,"The verb 'control' is used metaphorically to describe the abstract concept of influencing or managing someone's autonomy and life choices, rather than referring to a physical action. It transcends its literal meaning by implying power over another person's body and life, which is a metaphorical extension of the verb's usage.","'The men who have run this lie, the men on this court, what they all have known for a very long time is that if you can control women's bodies, you can control their lives.'"
504,553aff2e-8dfc-11ed-826a-131940f84f69_137_10_12,116,0.8003216047680813,right,Other,thing,account,other,sheltered,"The verb 'sheltered' is used metaphorically to describe the financial protection of the retirement account from taxes. The term 'tax-sheltered' is a standard metaphorical expression in finance, where 'shelter' signifies protection from taxes rather than a literal physical action.","'If you want physical gold held in a tax-sheltered retirement account, call Birch Gold.'"
1650,f74de610-99d5-11ee-996f-3fece011ee96_242_4_2,116,0.8350981595850916,right,Security Concerns.,thing,borders,spatial motion,license,"The verb 'license' is used metaphorically to describe the state of 'borders' being allowed or permitted to an extreme degree ('out of the roof'), transcending its literal meaning of granting permission. It does not describe a physical action but instead conveys a conceptualization of borders being unregulated or excessively open.","'no secure borders, license out of the roof.'"
6617,8ab20af6-746b-42e5-b500-b22f002135ae_516_19_18,117,0.5119710492773781,right,Voters.,person,people,other,suffer,"The verb 'suffer' is used metaphorically to describe the target noun 'people' by implying their experience of hardship or distress, which transcends the literal physical action of enduring pain. The verb does not refer to a direct physical action but instead conveys an abstract state of suffering, aligning with metaphorical usage as it personifies the people's condition without literal physicality.","'And you're sitting down at breakfast and, no, I'm not going to let my people suffer.'"
262,e31bccb2-7587-11ec-ba64-9f837eadd43c_93_5_4,117,0.5408408873352549,right,Politics,thing,it,force,pains,"The verb 'pains' is used metaphorically here to convey emotional discomfort rather than a physical action. While the literal meaning of 'pains' refers to causing physical suffering, in this context, it is applied to the abstract concept of 'it' (the act of saying something) to express the speaker's reluctance or emotional distress, not a tangible physical action.","'Ladies and gentlemen, it pains me to say this.'"
185,b1c9b328-b481-11ee-be0e-db459aa16660_169_7_3,117,0.5534910673083471,right,Citizens,person,rest,other,suffer,"The verb 'suffer' is used metaphorically to describe the emotional or mental state of the target noun 'rest' (the group of people). It transcends its literal meaning of a physical action by implying enduring hardship or pain, which is a non-physical experience.",'Haley wanted the rest of us to suffer because some armed robber died of a drug OD after passing a counterfeit bill at a convenience store in Minneapolis.'
1102,b75ea1be-17e0-11ef-a17e-bb3416e4183b_30_19_17,117,0.5661199106701441,left,Other,thing,family,force,struggling,"The verb 'struggling' is used metaphorically to describe the family's emotional or situational hardship, not a literal physical action. It conveys the abstract concept of facing difficulties without implying tangible, physical exertion.",'We had some really generous donations from people who were really moved by the situation that this family was struggling with.'
4463,b596eadb-5fb6-493c-bad0-aee500175236_277_20_17,117,0.5835318631747748,right,Citizens,person,they,force,struggling,"The verb 'struggling' is used metaphorically to describe the abstract state of difficulty or hardship faced by 'they' (the people working at the mentioned place). It does not refer to a physical action but instead conveys a figurative sense of enduring challenges, aligning with the metaphorical use of the verb to characterize their situation.","'I mean, the one in my town is relatively small in comparison, but I know they've been struggling because friends of mine work there, and I try to help them out whenever they get squeaked.'"
6838,287822c0-4282-11ed-8363-cb83fa110de1_385_33_34,117,0.6079281125411097,left,MAGA Republicans,person,us,force,hurt,"The verb 'hurt' is used metaphorically to convey emotional or psychological harm rather than a physical action. It describes the negative impact of illogical thinking on people's feelings, transcending its literal meaning of causing physical pain.","'And whatever that is, which is illogical, is going to lead to harm here abroad it's going to come back and hurt people that we love it's going to hurt us but i mean for me more significantly it's going to hurt people who i love because that's just such a dangerous way of thinking and which i don't even think what that is is thinking that's such a dangerous way to conduct yourself in that way, and for the MAGA Republican Party to embrace that, for that to be a major view of a political party, that that actually is a political view is so shocking to me.'"
6839,287822c0-4282-11ed-8363-cb83fa110de1_385_24_25,117,0.6186941953958688,left,MAGA Republicans,person,people,force,hurt,"The verb 'hurt' is used metaphorically to convey emotional or psychological harm rather than a physical action. It describes the impact of dangerous ideas or actions on 'people,' implying harm to their well-being or relationships, not literal bodily injury.","'And whatever that is, which is illogical, is going to lead to harm here abroad it's going to come back and hurt people that we love it's going to hurt us but i mean for me more significantly it's going to hurt people who i love because that's just such a dangerous way of thinking and which i don't even think what that is is thinking that's such a dangerous way to conduct yourself in that way, and for the MAGA Republican Party to embrace that, for that to be a major view of a political party, that that actually is a political view is so shocking to me.'"
834,95b4c966-203b-4217-bc66-d83052b0cd99_328_3_0,117,0.6217851052820709,left,Social Tensions,thing,Millions,other,suffer,"The verb 'suffer' is used metaphorically to convey emotional distress rather than a physical action. While 'suffer' can have literal meanings involving pain or harm, in this context, it describes the abstract emotional experience of guilt and worthiness associated with having a child, transcending its physical connotation.","'Millions of women suffer from them, and I've heard from many who felt guilty like I did, who felt as though that we weren't worthy of having a child.'"
1680,287822c0-4282-11ed-8363-cb83fa110de1_22_19_17,117,0.6243965409514839,left,Other,person,family,force,struggling,"The verb 'struggling' is used metaphorically to describe the family's experience of hardship or difficulty, rather than referring to a literal physical action. It conveys a state of emotional or situational distress, which is a non-physical conceptualization of the target noun 'family'.",'We had some really generous donations from people who were really moved by the situation that this family was struggling with.'
3175,d71c6e12-1d4a-11f0-953a-477923aed071_161_7_6,117,0.6301450049582126,left,Policy Challenges.,thing,it,force,hurts,"The verb 'hurts' is used metaphorically to describe the financial impact on families and businesses, personifying the abstract concept of 'it' (likely money or economic conditions) as something capable of causing pain, rather than referring to a physical action.",'This is just hitting people where it hurts at a time where most families and businesses can't afford it.'
2753,b596eadb-5fb6-493c-bad0-aee500175236_133_16_21,117,0.6483039134016739,right,Legal and Social Issues.,thing,hike,other,suffer,"The verb 'suffer' is used metaphorically to describe the negative impact of the tax hike on U.S. manufacturing. It does not refer to a physical action but instead conveys the idea of enduring harm or adverse consequences, which is a conceptual metaphor rather than a literal description of a physical process.","'So what Manchin is calling an all-American bill slams U.S. manufacturing, which would suffer half the total tax hike or $155.6 billion.'"
2496,97e645d8-eba8-11f0-a898-3b712b89e31f_239_6_4,117,0.6683515756585097,left,Republicans,person,Graham,force,struggling,"The verb 'struggling' is used metaphorically to describe Graham's state of dealing with personal and private difficulties, transcending its literal physical action meaning. It conveys a non-physical state of hardship without directly referring to a tangible action, aligning with metaphorical usage as it personifies or abstractly represents his internal struggles.","'Like, whatever Lindsey Graham is struggling with in his personal and private life, like, it's all good, Lindsey.'"
4146,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_371_15_16,117,0.687043718744423,right,Citizens.,person,people,force,hurting,"The verb 'hurting' is used metaphorically to describe the emotional or reputational impact on 'people' rather than a physical action. The context of 'relentless fighting' and the reference to 'Trump's numbers' imply that 'hurting' signifies damaging political support or public sentiment, transcending its literal meaning of causing physical pain.","'If we keep at it every day, relentless fighting and showing how they're hurting people so badly, Trump's numbers will get much lower.'"
5999,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_29_4_2,117,0.821592863727528,left,Citizens.,person,you,force,facing,"The verb 'facing' is used metaphorically to describe the abstract act of dealing with challenges, rather than a physical action. While 'facing' can have a literal meaning of confronting something tangible, here it is applied to 'challenges' (an abstract concept), transcending its original meaning to signify engagement with difficulties.","'Whatever challenges you're facing, Grow Therapy is here to help.'"
5778,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_513_3_0,117,0.8531934384556523,right,Media and Political Commentators,person,I,force,trying,"The verb 'trying' is used metaphorically to describe the target noun 'I' as an effort to embody a particular character (honest, candid host). It does not refer to a physical action but instead conveys an internal intention or striving, which is a metaphorical extension of the verb's meaning beyond literal physical action.","'I'm just trying to be an honest, candid host rather than a fence sitter who tries to put his lips on everyone's ass to make everybody feel good.'"
4471,b596eadb-5fb6-493c-bad0-aee500175236_277_38_36,117,0.8933160236351122,right,Citizens,person,they,force,squeaked,"The verb 'squeaked' is used metaphorically to describe the target noun 'they' (likely referring to an organization or group). The literal action of 'squeaked' involves a high-pitched sound, but here it connotes a state of distress or need for assistance, transcending the physical action to imply the group is 'squeaking' (i.e., struggling or requiring help).","'I mean, the one in my town is relatively small in comparison, but I know they've been struggling because friends of mine work there, and I try to help them out whenever they get squeaked.'"
4089,cf6660da-d345-48f8-a598-24311470f88d_322_21_20,118,0.5554470270922514,left,Republicans,person,Trump,spatial motion,gets,"The verb 'gets' is used metaphorically to describe Trump's return to a political position, transcending its literal meaning of physical movement. It conveys the idea of regaining power or status, which is a figurative extension of the verb's original meaning.","'And one of the first things we could do is to create, for some weird, bizarre reason that Trump gets back in there, that we set up the blue wall in Congress.'"
676,b1c9b328-b481-11ee-be0e-db459aa16660_42_7_6,118,0.5600420300962775,right,Republicans,person,they,spatial motion,get,"The verb 'get' is used metaphorically to describe obtaining a benefit or advantage, rather than a physical action. Here, 'get' characterizes the abstract action of gaining something (likely influence, reward, or benefit) from supporting Donald Trump, which transcends its literal meaning of physically acquiring something.","'I asked him, what do they get out of supporting Donald Trump?'"
3718,3bdc5bfd-9705-46fd-99d7-b2360117c606_457_4_1,118,0.5783404924278561,right,Republicans,person,you,spatial motion,get,"The verb 'get' is used metaphorically to describe the process of obtaining or achieving something desired, rather than a physical action. Here, 'get' extends beyond its literal meaning of acquiring an object to signify the abstract concept of attaining a goal or outcome, which is a metaphorical use.","'Sometimes you don't get what you want, but we are known for having intestinal resolve and making sure we're able to march forward and work with whoever candidate, whichever candidate ends up being in office and winning and find a way to work with one another and reach some degree of compromise.'"
2239,95b4c966-203b-4217-bc66-d83052b0cd99_256_12_9,118,0.6060628749927283,left,Republicans,person,they,spatial motion,get,"The verb 'get' is part of the phrasal verb 'get away with', which is an idiom meaning to escape punishment or consequences. This usage transcends the literal meaning of 'get' (to obtain or move toward) and conveys a metaphorical concept of evading accountability, thereby characterizing 'they' as escaping consequences rather than performing a physical action.","'They are gonna get away with it until they don't get away with it because we're smart enough to figure out how to fight back and how to protect women and how to make this legal and how to remove these bastards come November so that we can pass an actual law that should have been passed a long time ago, no thanks to the Democrats who didn't do this.'"
1272,287822c0-4282-11ed-8363-cb83fa110de1_201_12_10,118,0.6180440196533649,left,Republicans,person,they,spatial motion,get,"The verb 'get' is used metaphorically to describe the process of becoming strong, which transcends its literal meaning of acquiring a physical attribute. Here, 'get strong' refers to achieving political or ideological resilience rather than a literal physical action, implying a metaphorical transformation of 'they' (Republicans) toward strength.",'Too many Republicans are weak and they're afraid and they better get strong fast or you're not gonna have a Republican Party and you're not gonna have a country anymore.'
4446,8ab20af6-746b-42e5-b500-b22f002135ae_150_20_18,118,0.6202937955689514,right,Republicans,person,we,spatial motion,get,"The verb 'get' is used metaphorically in the phrase 'get away with it,' where it conveys the idea of escaping consequences or avoiding detection, rather than describing a literal physical action. The metaphorical aspect lies in the figurative use of 'get' to represent the abstract concept of avoiding repercussions, not a tangible action involving the target noun 'we'.","'You know, accuse them of what we're doing, and that'll create confusion, and we can get away with it longer and do better.'"
2018,9a612080-75f3-485d-b082-63da8a572adb_84_17_18,118,0.6270037523319154,left,Republicans,person,McCarthy,spatial motion,get,"The verb 'get' is used metaphorically to describe the process of securing McCarthy's position as Speaker, transcending its literal meaning of physical acquisition. It implies political maneuvering and achieving a role through effort, not a direct physical action.",'That's what you were sitting there while they're trying to have ballot after ballot to get McCarthy the Speaker.'
848,64f45e18-5b2f-4574-b34c-84410e316110_310_13_12,118,0.6438422506974624,left,Citizens,person,we,spatial motion,get,"The verb 'get' is used metaphorically to signify the opportunity or right to hear, rather than describing a physical action. It conveys an abstract concept of access or permission, not a literal physical action toward the target noun 'we'.","'But if we get to hear from our Mexican friends and if we get to hear from women and gay and lesbian and trans and other people, we get other stories.'"
2747,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_147_16_15,118,0.64606369982706,right,Republicans,person,we,spatial motion,get,"The verb 'get' is used metaphorically to describe the abstract process of becoming involved in foreign entanglements. The action of 'getting involved' is not a physical action but rather a conceptual engagement, extending the verb's original meaning beyond literal acquisition.",'I'm a little bit of a conservatarian on especially a lot of foreign entanglements we get ourselves involved in without an exit plan.'
3836,b596eadb-5fb6-493c-bad0-aee500175236_105_7_5,118,0.6474186690166192,right,Republicans,person,Trump,spatial motion,got,"The verb 'got' is used metaphorically to describe Trump's action of persuading or influencing the Chinese to agree to tariffs. While 'got' literally means to obtain something, in this context, it transcends its physical meaning to represent the abstract act of influencing another party, which is not a direct physical action.",'How is it that Donald Trump finally got the communist Chinese to agree to tariffs because he's the only president to call him out on it?'
4035,9a612080-75f3-485d-b082-63da8a572adb_237_7_5,118,0.6548183237517272,left,Republicans,person,they,spatial motion,get,"The verb 'get' is used metaphorically to describe the process of moving a legislative proposal through a system. Here, 'get it through' refers to the procedural act of passing a bill, which transcends the literal physical action of acquiring something. The metaphorical aspect lies in using 'get' to signify the abstract process of navigating bureaucratic or political procedures, rather than a tangible physical action.","'And of course, if they do get it through, it goes to the Senate and the Democrats will kill it right there.'"
2440,205cf4e6-f82d-11ee-9742-8fe73dcf2196_123_28_26,118,0.6713434513804497,right,U.S. Presidents,person,Trump,spatial motion,get,"The verb 'get' is used metaphorically to describe President Trump's return to campaign activities. The phrase 'get back on the campaign trail' employs a phrasal verb construction where 'get' transcends its literal meaning of physical movement, instead signifying resuming a metaphorical 'trail' of political campaigning. This usage personifies or conceptualizes the act of returning to a political process, rather than describing a direct physical action.",'I'm hoping these jurors can come in and be unbiased and we'll let this case go forward in a swift manner that allows President Trump to get back on the campaign trail.'
2563,661d9866-4392-4ad4-9fbe-b06000015ba6_92_15_16,118,0.6728171635625265,right,U.S. Presidents.,person,Trump,spatial motion,get,"The verb 'get' is used metaphorically to characterize 'Trump' by implying an attempt to influence or obtain something from him, transcending a literal physical action. The context of 'breaking any rule' suggests a metaphorical sense of striving to achieve an outcome involving Trump, rather than a direct physical interaction.",'And the reason is they knew Jack Smith would break any rule to try to get Trump.'
1757,f74de610-99d5-11ee-996f-3fece011ee96_231_4_2,118,0.674461200958716,right,Policy Challenges.,thing,that,spatial motion,get,"The verb 'get' is used metaphorically here. In the phrase 'get in the way,' 'get' does not describe a physical action but instead conveys the abstract concept of causing interference or obstruction. The target noun 'that' is not a physical entity, and the verb's use transcends its literal meaning to signify a metaphorical hindrance.","'Yeah, that does get in the way.'"
984,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_333_6_5,118,0.6997022942377045,right,MAGA Republicans,person,Trump,force,getting,"The verb 'getting' is used metaphorically to convey the idea of Trump being subjected to negative treatment or unfairness, rather than describing a physical action. The phrase 'getting F'd over' is an idiomatic expression implying being treated poorly, which transcends the literal meaning of 'getting' as a physical action.","'So when they see Donald Trump getting F'd over, it's not because they're black, it's because they feel like they got F'd over.'"
4415,d71c6e12-1d4a-11f0-953a-477923aed071_135_24_21,118,0.7814476726957104,left,Republicans,person,you,spatial motion,come,"The verb 'come' is part of the phrasal verb 'come up with,' which metaphorically conveys the conceptual action of generating or producing ideas. Here, it is used to describe the abstract process of creating priorities in a bill, transcending its literal meaning of physical movement.","'All in the name of providing tax breaks to billionaires like Elon Musk, it is the most backward priorities that you could ever come up with in a bill.'"
4258,63e3cb5e2b0e2f0011270e5c_371_14_12,118,0.8277670203470436,left,Republicans,person,they,spatial motion,coming,"The verb 'coming' is used metaphorically to describe the action of 'they' initiating a harmful process ('gut education'). It does not refer to physical movement but instead signifies the onset of an abstract action, personifying 'they' as actively taking steps to undermine education.","'So if they tell you they're gonna protect education, they're coming to gut education.'"
4664,b1c9b328-b481-11ee-be0e-db459aa16660_122_18_16,118,0.8350452853201165,right,Republicans,person,she,spatial motion,got,"The verb 'got' is used metaphorically to describe 'she' as being in tune with the 'pulse' of conservative Republicans. The phrase 'got her bony finger on their pulse' employs the metaphorical expression 'finger on the pulse,' which signifies being attuned to the current state or feelings of a group, not a literal physical action.",'Listen to Chris Sununu explain how Nikki Haley is the natural leader of conservative Republicans because she's got her bony finger directly on their pulse.'
